link,asin,title,avg_rating,tot_rev,price,condition,seller,joinkey,qty
https://www.amazon.com/gp/offer-listing/B01NBAWWFL,B01NBAWWFL,"Apple Genuine SSD 512 GB NVMe Flash Storage Upgrade Kit for MacBook Pro Retina, Mac Pro, iMac Models. MZ-KKW5120 655-1994A",5,3,$297.93 ,UsedLikeNew,mglelectronics,mglelectronics_fulFillSELF_B01NBAWWFL,1
https://www.amazon.com/gp/offer-listing/B01NBAWWFL,B01NBAWWFL,"Apple Genuine SSD 512 GB NVMe Flash Storage Upgrade Kit for MacBook Pro Retina, Mac Pro, iMac Models. MZ-KKW5120 655-1994A",5,3,$297.97 ,UsedLikeNew,tekgalaxy,tekgalaxy_fulFillSELF_B01NBAWWFL,4
https://www.amazon.com/gp/offer-listing/B01NBAWWFL,B01NBAWWFL,"Apple Genuine SSD 512 GB NVMe Flash Storage Upgrade Kit for MacBook Pro Retina, Mac Pro, iMac Models. MZ-KKW5120 655-1994A",5,3,$379.00 ,New,integritytechinc.,integritytechinc._fulFillSELF_B01NBAWWFL,2
https://www.amazon.com/gp/offer-listing/B01MXOLY8E,B01MXOLY8E,"Apple Genuine SSD 1 Tb NVMe Flash Storage Upgrade Kit for MacBook Pro Retina, Mac Pro, iMac Models. MZ-KKW1T00 655-1995A",3.8,21,$599.95 ,UsedVeryGood,castro'smacs,castro'smacs_fulFillSELF_B01MXOLY8E,2
https://www.amazon.com/gp/offer-listing/B01MXOLY8E,B01MXOLY8E,"Apple Genuine SSD 1 Tb NVMe Flash Storage Upgrade Kit for MacBook Pro Retina, Mac Pro, iMac Models. MZ-KKW1T00 655-1995A",3.8,21,$591.94 ,UsedLikeNew,integritytechinc.,integritytechinc._fulFillSELF_B01MXOLY8E,1
https://www.amazon.com/gp/offer-listing/B01MXOLY8E,B01MXOLY8E,"Apple Genuine SSD 1 Tb NVMe Flash Storage Upgrade Kit for MacBook Pro Retina, Mac Pro, iMac Models. MZ-KKW1T00 655-1995A",3.8,21,$624.00 ,UsedLikeNew,mglelectronics,mglelectronics_fulFillSELF_B01MXOLY8E,1
https://www.amazon.com/gp/offer-listing/B07GVNYWWJ,B07GVNYWWJ,MCE 512GB SSD for MacBook Air 2015 and MacBook Air 2017: PCIe-Based 4 Lane (x4) NVMe SSD Flash Storage Upgrade - Requires macOS 10.13.x (High Sierra) or Later,5,1,$179.99 ,New,maccomponentsengineered,maccomponentsengineered_fulFillSELF_B07GVNYWWJ,12
https://www.amazon.com/gp/offer-listing/B07GVNYWWJ,B07GVNYWWJ,MCE 512GB SSD for MacBook Air 2015 and MacBook Air 2017: PCIe-Based 4 Lane (x4) NVMe SSD Flash Storage Upgrade - Requires macOS 10.13.x (High Sierra) or Later,5,1,$169.00 ,New,integritytechinc.,integritytechinc._fulFillSELF_B07GVNYWWJ,5
https://www.amazon.com/gp/offer-listing/B078YHNMZH,B078YHNMZH,Transcend JetDrive 825 - Thunderbolt PCIe Portable SSD - 960GB Black (TS960GJDM825),4.2,13,$489.99 ,New,amazon.com,amazon.com_fulFillSELF_B078YHNMZH,20
https://www.amazon.com/gp/offer-listing/B078YHNMZH,B078YHNMZH,Transcend JetDrive 825 - Thunderbolt PCIe Portable SSD - 960GB Black (TS960GJDM825),4.2,13,$610.17 ,New,e-commerceworld,e-commerceworld_fulFillSELF_B078YHNMZH,1
https://www.amazon.com/gp/offer-listing/B078YHNMZH,B078YHNMZH,Transcend JetDrive 825 - Thunderbolt PCIe Portable SSD - 960GB Black (TS960GJDM825),4.2,13,$626.50 ,New,memoryc,memoryc_fulFillSELF_B078YHNMZH,1
https://www.amazon.com/gp/offer-listing/B078YHNMZH,B078YHNMZH,Transcend JetDrive 825 - Thunderbolt PCIe Portable SSD - 960GB Black (TS960GJDM825),4.2,13,$652.48 ,New,yoko'sstore,yoko'sstore_fulFillSELF_B078YHNMZH,1
https://www.amazon.com/gp/offer-listing/B078YHNMZH,B078YHNMZH,Transcend JetDrive 825 - Thunderbolt PCIe Portable SSD - 960GB Black (TS960GJDM825),4.2,13,$645.50 ,New,hotdeals4less®,hotdeals4less®_fulFillSELF_B078YHNMZH,1
https://www.amazon.com/gp/offer-listing/B078YHNMZH,B078YHNMZH,Transcend JetDrive 825 - Thunderbolt PCIe Portable SSD - 960GB Black (TS960GJDM825),4.2,13,$639.73 ,New,shippingfromeu,shippingfromeu_fulFillSELF_B078YHNMZH,2
https://www.amazon.com/gp/offer-listing/B078YHNMZH,B078YHNMZH,Transcend JetDrive 825 - Thunderbolt PCIe Portable SSD - 960GB Black (TS960GJDM825),4.2,13,$728.61 ,New,csasystems,csasystems_fulFillSELF_B078YHNMZH,2
https://www.amazon.com/gp/offer-listing/B076XM6XX8,B076XM6XX8,Owc Aura Prox 1.0TB Solid State Drive Upgrade Solution for MacBook Pro,2.9,39,$548.47 ,New,consumersupplyco,consumersupplyco_fulFillSELF_B076XM6XX8,2
https://www.amazon.com/gp/offer-listing/B076XM6XX8,B076XM6XX8,Owc Aura Prox 1.0TB Solid State Drive Upgrade Solution for MacBook Pro,2.9,39,$549.83 ,New,csasystems,csasystems_fulFillSELF_B076XM6XX8,0
https://www.amazon.com/gp/offer-listing/B076XM6XX8,B076XM6XX8,Owc Aura Prox 1.0TB Solid State Drive Upgrade Solution for MacBook Pro,2.9,39,$856.51 ,New,amufigadgetsus,amufigadgetsus_fulFillSELF_B076XM6XX8,4
https://www.amazon.com/gp/offer-listing/B076XM6XX8,B076XM6XX8,Owc Aura Prox 1.0TB Solid State Drive Upgrade Solution for MacBook Pro,2.9,39,$871.99 ,New,amufigadgetsus,amufigadgetsus_fulFillSELF_B076XM6XX8,2
https://www.amazon.com/gp/offer-listing/B076XM6XX8,B076XM6XX8,Owc Aura Prox 1.0TB Solid State Drive Upgrade Solution for MacBook Pro,2.9,39,$988.00 ,New,ersazza,ersazza_fulFillSELF_B076XM6XX8,3
https://www.amazon.com/gp/offer-listing/B07DT6KCGQ,B07DT6KCGQ,MCE 256GB SSD for MacBook Air 2015 and MacBook Air 2017: PCIe-Based 4 Lane (x4) NVMe SSD Flash Storage Upgrade - Requires macOS 10.13.x (High Sierra) or Later,4.5,0,$149.99 ,New,maccomponentsengineered,maccomponentsengineered_fulFillSELF_B07DT6KCGQ,44
https://www.amazon.com/gp/offer-listing/B07DCKLWQN,B07DCKLWQN,Transcend TS480GJDM850 480GB JetDrive 850 PCIe Gen3 x 4 Solid State Drive,3.8,11,$285.91 ,New,e-commerceworld,e-commerceworld_fulFillSELF_B07DCKLWQN,8
https://www.amazon.com/gp/offer-listing/B07DCKLWQN,B07DCKLWQN,Transcend TS480GJDM850 480GB JetDrive 850 PCIe Gen3 x 4 Solid State Drive,3.8,11,$269.99 ,New,amazon.com,amazon.com_fulFillSELF_B07DCKLWQN,20
https://www.amazon.com/gp/offer-listing/B01MTQX1N8,B01MTQX1N8,"Apple Genuine SSD 256 GB NVMe Flash Storage Upgrade Kit for MacBook Pro Retina, Mac Pro, iMac Models. MZ-KKW2560 655-1993A",3.5,2,$140.00 ,UsedLikeNew,macme,macme_fulFillSELF_B01MTQX1N8,5
https://www.amazon.com/gp/offer-listing/B01MTQX1N8,B01MTQX1N8,"Apple Genuine SSD 256 GB NVMe Flash Storage Upgrade Kit for MacBook Pro Retina, Mac Pro, iMac Models. MZ-KKW2560 655-1993A",3.5,2,$285.00 ,New,joltelectronics,joltelectronics_fulFillSELF_B01MTQX1N8,28
https://www.amazon.com/gp/offer-listing/B07JLZBSFF,B07JLZBSFF,"SHINESTAR 512GB SSD Upgrade Kit Replacement for Mid 2013 2014 2015 2016 2017 MacBook Air Pro Retina, PCIe Gen3 x4 NVME Solid State Drive for A1465 A1466 A1398 A1502 and Mac Pro",3,0,$188.99 ,New,bkbtech,bkbtech_fulFillSELF_B07JLZBSFF,20
https://www.amazon.com/gp/offer-listing/B0178UHFIY,B0178UHFIY,"Odyson - 256GB SSD (PCIe 3.0 x4, SSUBX) Replacement for MacBook Pro 13"" Retina A1502 (Early 2015), 15"" A1398 (Mid 2015)",4.8,13,$108.34 ,UsedGood,"powerbookmedic,llc","powerbookmedic,llc_fulFillSELF_B0178UHFIY",13
https://www.amazon.com/gp/offer-listing/B0178UHFIY,B0178UHFIY,"Odyson - 256GB SSD (PCIe 3.0 x4, SSUBX) Replacement for MacBook Pro 13"" Retina A1502 (Early 2015), 15"" A1398 (Mid 2015)",4.8,13,$109.00 ,UsedLikeNew,doubledexmacbooks,doubledexmacbooks_fulFillSELF_B0178UHFIY,2
https://www.amazon.com/gp/offer-listing/B0178UHFIY,B0178UHFIY,"Odyson - 256GB SSD (PCIe 3.0 x4, SSUBX) Replacement for MacBook Pro 13"" Retina A1502 (Early 2015), 15"" A1398 (Mid 2015)",4.8,13,$125.00 ,UsedLikeNew,loganitintegration,loganitintegration_fulFillSELF_B0178UHFIY,19
https://www.amazon.com/gp/offer-listing/B0178UHFIY,B0178UHFIY,"Odyson - 256GB SSD (PCIe 3.0 x4, SSUBX) Replacement for MacBook Pro 13"" Retina A1502 (Early 2015), 15"" A1398 (Mid 2015)",4.8,13,$149.00 ,UsedVeryGood,tekgalaxy,tekgalaxy_fulFillSELF_B0178UHFIY,3
https://www.amazon.com/gp/offer-listing/B0178UHFIY,B0178UHFIY,"Odyson - 256GB SSD (PCIe 3.0 x4, SSUBX) Replacement for MacBook Pro 13"" Retina A1502 (Early 2015), 15"" A1398 (Mid 2015)",4.8,13,$149.90 ,UsedVeryGood,cache-in,cache-in_fulFillSELF_B0178UHFIY,1
https://www.amazon.com/gp/offer-listing/B0178UHFIY,B0178UHFIY,"Odyson - 256GB SSD (PCIe 3.0 x4, SSUBX) Replacement for MacBook Pro 13"" Retina A1502 (Early 2015), 15"" A1398 (Mid 2015)",4.8,13,$179.00 ,UsedVeryGood,vamsikandi,vamsikandi_fulFillSELF_B0178UHFIY,1
https://www.amazon.com/gp/offer-listing/B0178UHFIY,B0178UHFIY,"Odyson - 256GB SSD (PCIe 3.0 x4, SSUBX) Replacement for MacBook Pro 13"" Retina A1502 (Early 2015), 15"" A1398 (Mid 2015)",4.8,13,$184.30 ,UsedLikeNew,beetstech,beetstech_fulFillSELF_B0178UHFIY,51
